,valor_venda
12550,667923.1
12551,255346.11
12552,552899.69
12553,702998.8
12554,353854.67
12555,746238.57
12556,322651.96
12557,324712.21
12558,478133.28
12559,791577.49
12560,734382.14
12561,585484.12
12562,347729.97
12563,665112.49
12564,640518.56
12565,542467.9
12566,507439.39
12567,422564.3
12568,591600.96
12569,440994.31
12570,410555.29
12571,487586.72
12572,392824.43
12573,287320.69
12574,290415.94
12575,659301.69
12576,478917.99
12577,391474.49
12578,267649.83
12579,329689.08
12580,338130.41
12581,710781.89
12582,439980.48
12583,697615.46
12584,479435.32
12585,302682.49
12586,696552.78
12587,501596.74
12588,734820.09
12589,301014.11
12590,688137.97
12591,392423.05
12592,382474.93
12593,756778.23
12594,303653.57
12595,426477.11
12596,593855.74
12597,706283.58
12598,725237.13
12599,248399.53
12600,263179.83
12601,553882.68
12602,410251.11
12603,359193.03
12604,751591.13
12605,361752.14
12606,742932.36
12607,521927.01
12608,599031.4
12609,610027.43
12610,527382.28
12611,509314.54
12612,379143.43
12613,368600.87
12614,257126.02
12615,457020.47
12616,373851.87
12617,609154.08
12618,414895.58
12619,366825.35
12620,645653.38
12621,497258.6
12622,631626.48
12623,417370.89
12624,738307.34
12625,621691.87
12626,524291.79
12627,406181.87
12628,418327.8
12629,602165.52
12630,429950.93
12631,596941.7
12632,583939.9
12633,767207.49
12634,649541.1
12635,291687.41
12636,780950.85
12637,729353.38
12638,605346.46
12639,363743.91
12640,552189.56
12641,562798.4
12642,773016.26
12643,703584.15
12644,610116.02
12645,734371.33
12646,494404.87
12647,738194.06
12648,502499.9
12649,356801.57
12650,271954.33
12651,513345.76
12652,258490.24
12653,430311.0
12654,317671.57
12655,378772.26
12656,590243.3
12657,257689.25
12658,612973.99
12659,356730.7
12660,795464.39
12661,382646.74
12662,786407.25
12663,384232.21
12664,261730.74
12665,452088.58
12666,585280.75
12667,267390.58
12668,406350.21
12669,261386.13
12670,270083.79
12671,788908.65
12672,729019.0
12673,449641.36
12674,747954.1
12675,648839.99
12676,394191.66
12677,554031.05
12678,612634.0
12679,360974.64
12680,508759.29
12681,281494.84
12682,250560.19
12683,361843.25
12684,660189.36
12685,397806.88
12686,422724.22
12687,749195.07
12688,542901.58
12689,797939.01
12690,650695.01
12691,401251.95
12692,664022.39
12693,551211.98
12694,385150.35
12695,346849.78
12696,469140.27
12697,373986.43
12698,580393.32
12699,264951.92
12700,274591.11
12701,689033.51
12702,631007.63
12703,394973.75
12704,765152.12
12705,272517.06
12706,382622.61
12707,547229.64
12708,466930.57
12709,689923.71
12710,297522.79
12711,395371.36
12712,304882.29
12713,517881.91
12714,349733.84
12715,452626.82
12716,271393.36
12717,435696.15
12718,324599.13
12719,722920.59
12720,672554.15
12721,482371.59
12722,671224.89
12723,725028.25
12724,684807.34
12725,287008.29
12726,791355.25
12727,505315.26
12728,594490.0
12729,705307.5
12730,713284.62
12731,244480.76
12732,385203.36
12733,615356.55
12734,470313.88
12735,761880.43
12736,752940.66
12737,539069.52
12738,603091.4
12739,329157.02
12740,739520.74
12741,787149.88
12742,265294.73
12743,328006.14
12744,633510.97
12745,261858.3
12746,756545.97
12747,522908.88
12748,581456.23
12749,342168.67
12750,687393.06
12751,530928.2
12752,280754.07
12753,692428.02
12754,638909.62
12755,354940.49
12756,776018.27
12757,256324.47
12758,299166.72
12759,324763.62
12760,550300.45
12761,296309.84
12762,563717.92
12763,321581.5
12764,420468.2
12765,699666.15
12766,677976.21
12767,262739.66
12768,264243.1
12769,542924.66
12770,617305.88
12771,755458.46
12772,726196.43
12773,434969.33
12774,355767.27
12775,276601.15
12776,462766.07
12777,536548.31
12778,304244.27
12779,585122.79
12780,304663.96
12781,504827.76
12782,440092.88
12783,598161.54
12784,364336.95
12785,352221.71
12786,330227.77
12787,788068.68
12788,771819.05
12789,789020.44
12790,790323.67
12791,715807.35
12792,472266.45
12793,345468.23
12794,431568.6
12795,774393.09
12796,637314.3
12797,796397.86
12798,544122.43
12799,424778.37
12800,791281.87
12801,699005.11
12802,248151.41
12803,569112.03
12804,638865.32
12805,522373.32
12806,760918.95
12807,573019.32
12808,602220.34
12809,287087.48
12810,572788.9
12811,609722.27
12812,462136.66
12813,777883.65
12814,568986.27
12815,492022.76
12816,309026.42
12817,292086.81
12818,283717.09
12819,522393.05
12820,592204.68
12821,353554.61
12822,418015.7
12823,518644.76
12824,687469.89
12825,272704.33
12826,255278.94
12827,443428.06
12828,519429.19
12829,668247.46
12830,306406.37
12831,643714.65
12832,445136.0
12833,501802.11
12834,612336.55
12835,665775.25
12836,579840.11
12837,330880.03
12838,647894.0
12839,402810.29
12840,492126.7
12841,565409.71
12842,535551.87
12843,482098.87
12844,633205.02
12845,283229.32
12846,261349.4
12847,570825.73
12848,334125.17
12849,318476.73
12850,700860.18
12851,650724.02
12852,687124.77
12853,448939.99
12854,767767.81
12855,591699.93
12856,296401.67
12857,489131.93
12858,799484.98
12859,391609.34
12860,310742.39
12861,523299.69
12862,779323.07
12863,356015.94
12864,597676.82
12865,269358.34
12866,582114.22
12867,456087.96
12868,774607.43
12869,677073.24
12870,766944.66
12871,678438.06
12872,351924.92
12873,649269.19
12874,638146.72
12875,381031.25
12876,765098.47
12877,655903.54
12878,532528.41
12879,449644.12
12880,793355.75
12881,396669.62
12882,365500.3
12883,261962.13
12884,633705.98
12885,510769.61
12886,260762.7
12887,502004.93
12888,549138.2
12889,321994.95
12890,383187.86
12891,481023.13
12892,714666.29
12893,660642.62
12894,268292.54
12895,561774.1
12896,547537.34
12897,400362.16
12898,380613.37
12899,366420.6
12900,680077.62
12901,500513.21
12902,472684.31
12903,628994.63
12904,408279.62
12905,471857.2
12906,409924.17
12907,293836.77
12908,406701.61
12909,412567.3
12910,385431.61
12911,505876.51
12912,277909.97
12913,259659.86
12914,561636.12
12915,398632.85
12916,798819.89
12917,694266.54
12918,433332.97
12919,734928.64
12920,358503.87
12921,505161.59
12922,519268.94
12923,321448.16
12924,330759.61
12925,286506.2
12926,322593.35
12927,663420.58
12928,656805.1
12929,303055.93
12930,320322.13
12931,311340.8
12932,330524.73
12933,645579.38
12934,482153.0
12935,749657.25
12936,633173.9
12937,757489.28
12938,713889.99
12939,320603.73
12940,308590.84
12941,786506.78
12942,546918.57
12943,418743.38
12944,464850.33
12945,492997.99
12946,783343.91
12947,472636.26
12948,532123.35
12949,641034.22
12950,332549.75
12951,683294.37
12952,683653.57
12953,760014.61
12954,376961.13
12955,608584.7
12956,524109.02
12957,322655.7
12958,265901.8
12959,777759.96
12960,638009.89
12961,343605.92
12962,514211.61
12963,657158.62
12964,687106.74
12965,561843.83
12966,542419.7
12967,629628.78
12968,395181.96
12969,555495.95
12970,754230.47
12971,243927.04
12972,639391.13
12973,589189.12
12974,474748.61
12975,261059.12
12976,289255.02
12977,752597.36
12978,307127.87
12979,622392.03
12980,629568.37
12981,448478.94
12982,361602.3
12983,402350.56
12984,502266.51
12985,389176.4
12986,297772.39
12987,237750.29
12988,449032.74
12989,582851.6
12990,545803.51
12991,752099.01
12992,260736.47
12993,566594.26
12994,393018.1
12995,727516.51
12996,698996.4
12997,610570.57
12998,754244.92
12999,690929.65
13000,283313.38
13001,725877.07
13002,355426.42
13003,793177.73
13004,634800.91
13005,773986.44
13006,260497.91
13007,393001.15
13008,636359.64
13009,402137.3
13010,412437.87
13011,351549.74
13012,440416.54
13013,273633.44
13014,240103.21
13015,719912.45
13016,692222.44
13017,599120.9
13018,499040.97
13019,484744.01
13020,686225.5
13021,519803.48
13022,652571.02
13023,507901.5
13024,253702.14
13025,797968.05
13026,337432.67
13027,611208.67
13028,531943.39
13029,753005.48
13030,417225.34
13031,256242.58
13032,709984.97
13033,444137.65
13034,249050.46
13035,740739.13
13036,637649.44
13037,688263.05
13038,401708.2
13039,652033.78
13040,661659.7
13041,532888.95
13042,628964.49
13043,374303.22
13044,648361.41
13045,496759.87
13046,662478.3
13047,542439.25
13048,560637.86
13049,758172.92
13050,612420.24
13051,692546.94
13052,572487.7
13053,511011.01
13054,618490.49
13055,516878.48
13056,309782.38
13057,377210.99
13058,567486.79
13059,385670.94
13060,351977.58
13061,268451.26
13062,734373.1
13063,340675.29
13064,694072.7
13065,672447.76
13066,382702.86
13067,356921.11
13068,496352.87
13069,519989.01
13070,242325.1
13071,420810.76
13072,674594.51
13073,772865.5
13074,524837.55
13075,444816.32
13076,472784.86
13077,504219.77
13078,630804.28
13079,665260.45
13080,567349.97
13081,337619.17
13082,363767.03
13083,278216.73
13084,660843.53
13085,790892.81
13086,453562.32
13087,798519.35
13088,521041.34
13089,379862.94
13090,449539.35
13091,585875.65
13092,360371.31
13093,451221.72
13094,438265.36
13095,669805.79
13096,518629.41
13097,315115.05
13098,789068.23
13099,419512.08
13100,327837.68
13101,725116.65
13102,268300.01
13103,317782.35
13104,784298.92
13105,415833.65
13106,274800.35
13107,788546.83
13108,786556.57
13109,413731.8
13110,269371.83
13111,245427.35
13112,628073.66
13113,590066.58
13114,490945.1
13115,257029.67
13116,530704.92
13117,285077.2
13118,532296.22
13119,467760.99
13120,384617.35
13121,500842.49
13122,241489.89
13123,682686.37
13124,308428.0
13125,563722.09
13126,643543.86
13127,600879.37
13128,239939.24
13129,237595.24
13130,544813.42
13131,616815.15
13132,716673.85
13133,661664.26
13134,349059.07
13135,484161.88
13136,384520.18
13137,648805.42
13138,533095.42
13139,756179.04
13140,443917.07
13141,695299.68
13142,294869.09
13143,320431.73
13144,287177.56
13145,654311.96
13146,393864.85
13147,518971.56
13148,658105.13
13149,451245.08
13150,415275.42
13151,600646.41
13152,343402.98
13153,278402.77
13154,609589.35
13155,661265.23
13156,462665.71
13157,519627.48
13158,358770.8
13159,764473.3
13160,512793.25
13161,539204.7
13162,680885.27
13163,682739.96
13164,273010.65
13165,751437.19
13166,566849.4
13167,568417.1
13168,777339.73
13169,611812.24
13170,480163.97
13171,610171.27
13172,338768.65
13173,662012.92
13174,360560.08
13175,300682.97
13176,265696.68
13177,456750.93
13178,704780.39
13179,257817.73
13180,565224.44
13181,720209.55
13182,376965.2
13183,540325.43
13184,590446.28
13185,696282.67
13186,775383.96
13187,253129.06
13188,796151.14
13189,467285.13
13190,704004.63
13191,623706.65
13192,477601.33
13193,404793.36
13194,657092.61
13195,763632.24
13196,557174.78
13197,650137.03
13198,373788.82
13199,290363.15
13200,264945.85
13201,643373.06
13202,613788.59
13203,654813.26
13204,276982.22
13205,463286.41
13206,608892.66
13207,373762.66
13208,296472.31
13209,460355.59
13210,691120.33
13211,373526.57
13212,317167.89
13213,418737.15
13214,350838.16
13215,385893.93
13216,481669.79
13217,588849.93
13218,507946.94
13219,608038.25
13220,748296.25
13221,289137.48
13222,565308.8
13223,285038.74
13224,792071.76
13225,252869.31
13226,287479.35
13227,682613.01
13228,295383.47
13229,788024.9
13230,701002.34
13231,745471.74
13232,556552.63
13233,561984.26
13234,468060.78
13235,511602.92
13236,656060.81
13237,547206.41
13238,516359.17
13239,667235.27
13240,391990.23
13241,771522.95
13242,340139.7
13243,416525.46
13244,394892.88
13245,712195.38
13246,591615.8
13247,701917.1
13248,416041.94
13249,400969.25
13250,735279.85
13251,328804.83
13252,529334.54
13253,317749.57
13254,687519.79
13255,448144.48
13256,577658.95
13257,535409.29
13258,327422.59
13259,531074.01
13260,627502.85
13261,244855.0
13262,493452.5
13263,651542.27
13264,486547.1
13265,798464.53
13266,304303.3
13267,276163.85
13268,342714.38
13269,278142.79
13270,633945.89
13271,672491.63
13272,601262.6
13273,262208.0
13274,768497.21
13275,345040.29
13276,457856.65
13277,498443.2
13278,737742.78
13279,252592.28
13280,732996.22
13281,519116.24
13282,501926.29
13283,443351.8
13284,327501.85
13285,348621.16
13286,519028.26
13287,452506.05
13288,731201.53
13289,723266.78
13290,764742.97
13291,763808.22
13292,703866.78
13293,687726.91
13294,671859.23
13295,361075.35
13296,590181.44
13297,449374.33
13298,705116.34
13299,444772.12
13300,433323.4
13301,453537.03
13302,612192.07
13303,685825.16
13304,466107.31
13305,301854.3
13306,384616.36
13307,406248.12
13308,562511.67
13309,349139.31
13310,746086.27
13311,500180.68
13312,646297.51
13313,533138.36
13314,693597.03
13315,393787.42
13316,603461.12
13317,249419.34
13318,564353.56
13319,656475.87
13320,369066.0
13321,649153.63
13322,562386.54
13323,593251.68
13324,304268.28
13325,498792.26
13326,476529.22
13327,642464.48
13328,454983.73
13329,639772.34
13330,396701.88
13331,542150.04
13332,501993.47
13333,452807.18
13334,450033.28
13335,501117.3
13336,766308.4
13337,796913.86
13338,429329.9
13339,514796.6
13340,357143.39
13341,260208.94
13342,618831.28
13343,526357.03
13344,260677.22
13345,540411.59
13346,726670.08
13347,646554.31
13348,304620.04
13349,299265.89
13350,607765.3
13351,319521.09
13352,245719.54
13353,250306.14
13354,293448.53
13355,480321.49
13356,761339.58
13357,720412.51
13358,608555.6
13359,466103.33
13360,613506.31
13361,417047.42
13362,640103.65
13363,710092.36
13364,744477.93
13365,435527.79
13366,512664.05
13367,596617.91
13368,399567.88
13369,363915.68
13370,674676.31
13371,369187.87
13372,454662.47
13373,782238.7
13374,786592.51
13375,494246.85
13376,328398.67
13377,588845.96
13378,427999.44
13379,379774.32
13380,588083.56
13381,623555.16
13382,304419.27
13383,634258.74
13384,376624.15
13385,548993.74
13386,749265.91
13387,602755.32
13388,368042.47
13389,791285.75
13390,437742.77
13391,270147.72
13392,502038.96
13393,465930.89
13394,426253.76
13395,717303.62
13396,429315.44
13397,437214.56
13398,765731.38
13399,449209.1
13400,796456.74
13401,266115.99
13402,702410.82
13403,624308.89
13404,340774.98
13405,535254.47
13406,238554.67
13407,263894.31
13408,787570.65
13409,562140.18
13410,606617.33
13411,305354.74
13412,761006.24
13413,647875.79
13414,593634.85
13415,540019.59
13416,394000.58
13417,570392.51
13418,722202.84
13419,714497.96
13420,721313.99
13421,600725.82
13422,481358.18
13423,245052.77
13424,291741.24
13425,778499.92
13426,401020.0
13427,310712.77
13428,281456.62
13429,742434.97
13430,500593.55
13431,669276.36
13432,492181.12
13433,661813.05
13434,717771.14
13435,598318.93
13436,272514.8
13437,557504.55
13438,306333.6
13439,410596.26
13440,750681.61
13441,420340.15
13442,758441.55
13443,798208.16
13444,671298.79
13445,468989.17
13446,768512.27
13447,600367.04
13448,510388.81
13449,759422.52
13450,527325.13
13451,631564.49
13452,644129.21
13453,626958.19
13454,315744.24
13455,701971.19
13456,634386.27
13457,620014.04
13458,451190.18
13459,403716.13
13460,570375.29
13461,263253.5
13462,268803.34
13463,514181.3
13464,732295.94
13465,491716.39
13466,383367.99
13467,616308.64
13468,476364.21
13469,627641.2
13470,263605.12
13471,777199.7
13472,627598.87
13473,738289.78
13474,481561.48
13475,258094.44
13476,760703.15
13477,417025.77
13478,635844.35
13479,482352.82
13480,759944.74
13481,677141.83
13482,355412.85
13483,499333.05
13484,777442.74
13485,714008.31
13486,527580.48
13487,248067.29
13488,783914.59
13489,326559.02
13490,522888.16
13491,560556.8
13492,422852.21
13493,470273.89
13494,476555.07
13495,496009.87
13496,751571.4
13497,321474.92
13498,612162.22
13499,241230.78
13500,783017.46
13501,539767.49
13502,299023.32
13503,674098.99
13504,475789.53
13505,353656.07
13506,386235.09
13507,635359.43
13508,786347.79
13509,629828.11
13510,322485.05
13511,763891.37
13512,782161.82
13513,504381.05
13514,427933.71
13515,762443.02
13516,706702.91
13517,620306.85
13518,457214.44
13519,419022.55
13520,355497.11
13521,427888.07
13522,254441.38
13523,441171.78
13524,305383.17
13525,580467.79
13526,648766.35
13527,529259.37
13528,398707.53
13529,260698.5
13530,757773.54
13531,294150.2
13532,762114.47
13533,762391.06
13534,484723.26
13535,255273.0
13536,277950.35
13537,487892.77
13538,556759.06
13539,720219.93
13540,526458.35
13541,439093.73
13542,373213.08
13543,279486.62
13544,771029.65
13545,555384.26
13546,509930.59
13547,462504.1
13548,356168.04
13549,772605.77
13550,278729.99
13551,585629.45
13552,418079.14
13553,371972.6
13554,240840.36
13555,712329.18
13556,394356.59
13557,742230.63
13558,328356.78
13559,742309.65
13560,348475.12
13561,784197.2
13562,240846.72
13563,486579.71
13564,744113.58
13565,340154.64
13566,266869.07
13567,445638.95
13568,787093.31
13569,467890.83
13570,623806.98
13571,281147.39
13572,298531.33
13573,788098.82
13574,390112.26
13575,324993.21
13576,521649.66
13577,562994.64
13578,533090.13
13579,354100.69
13580,614772.8
13581,435482.8
13582,646908.84
13583,400347.93
13584,457521.06
13585,627759.49
13586,562510.72
13587,657043.58
13588,745603.59
13589,623448.87
13590,439893.01
13591,566406.75
13592,731421.41
13593,401586.09
13594,252215.87
13595,429545.39
13596,358654.69
13597,521837.7
13598,607568.73
13599,440233.27
13600,663914.66
13601,609734.06
13602,242247.87
13603,708725.65
13604,551596.6
13605,359295.62
13606,291538.2
13607,708122.71
13608,680113.85
13609,250985.8
13610,783371.78
13611,399614.72
13612,631359.73
13613,504225.59
13614,534432.13
13615,342489.14
13616,395617.73
13617,423436.15
13618,782566.32
13619,312192.63
13620,472878.17
13621,310284.4
13622,298429.34
13623,653322.57
13624,592543.14
13625,682469.19
13626,545087.2
13627,716144.22
13628,473612.08
13629,606321.21
13630,239210.17
13631,707740.46
13632,604261.04
13633,605700.22
13634,303899.24
13635,512577.14
13636,484952.23
13637,365876.96
13638,419207.44
13639,621478.45
13640,354358.19
13641,534219.36
13642,242525.31
13643,616848.68
13644,527126.21
13645,269156.95
13646,448290.59
13647,715349.9
13648,779028.1
13649,452753.61
13650,539404.06
13651,529651.93
13652,795770.3
13653,442153.48
13654,359101.64
13655,428134.45
13656,772372.83
13657,532917.03
13658,367549.24
13659,358319.48
13660,774074.47
13661,373343.41
13662,792580.56
13663,364776.27
13664,307147.99
13665,742829.56
13666,476624.91
13667,329701.06
13668,672921.02
13669,371398.82
13670,418709.47
13671,693950.88
13672,728159.39
13673,368357.63
13674,369309.04
13675,767131.42
13676,331699.95
13677,246558.29
13678,536154.03
13679,517009.62
13680,663231.74
13681,474060.75
13682,575278.14
13683,265794.34
13684,714740.4
13685,752219.81
13686,254028.48
13687,388448.73
13688,564658.42
13689,679615.84
13690,386721.18
13691,431985.27
13692,750379.0
13693,779739.14
13694,791229.44
13695,307451.01
13696,667550.61
13697,727494.65
13698,638990.67
13699,276390.51
13700,745615.01
13701,649880.05
13702,483881.58
13703,513531.04
13704,730095.39
13705,715529.21
13706,725633.39
13707,717121.15
13708,730220.55
13709,398012.18
13710,606537.55
13711,664291.68
13712,756837.2
13713,338681.38
13714,366006.68
13715,501405.35
13716,752705.22
13717,240615.25
13718,570663.21
13719,399759.85
13720,737558.64
13721,417535.72
13722,671580.83
13723,366699.27
13724,351657.27
13725,553181.56
13726,373415.08
13727,605912.09
13728,244942.52
13729,565508.06
13730,240900.09
13731,730935.82
13732,724274.78
13733,536914.02
13734,367526.19
13735,251278.68
13736,454707.59
13737,370001.06
13738,720881.41
13739,710818.26
13740,702267.05
13741,616239.32
13742,695943.61
13743,483687.91
13744,463515.0
13745,253380.18
13746,300465.57
13747,314784.88
13748,622563.13
13749,373060.41
13750,366366.69
13751,549333.8
13752,494082.26
13753,290638.36
13754,730663.08
13755,758720.78
13756,289583.89
13757,618317.6
13758,666261.35
13759,427530.61
13760,746570.85
13761,480815.76
13762,566957.6
13763,653319.38
13764,543237.91
13765,330511.72
13766,312083.47
13767,272077.62
13768,744483.82
13769,562969.82
13770,659545.35
13771,790560.05
13772,558244.52
13773,638814.75
13774,518269.68
13775,333382.63
13776,765444.22
13777,418987.84
13778,423477.33
13779,387058.18
13780,702349.14
13781,459857.25
13782,375134.31
13783,665847.21
13784,798670.96
13785,411236.93
13786,310440.6
13787,458064.31
13788,370159.8
13789,683256.41
13790,672483.27
13791,507425.18
13792,722372.41
13793,351432.79
13794,591401.6
13795,624527.13
13796,689282.88
13797,408700.24
13798,349811.7
13799,515483.19
13800,238833.66
13801,553107.57
13802,438345.9
13803,742566.05
13804,799888.3
13805,769498.65
13806,454945.97
13807,522232.2
13808,334406.75
13809,479885.32
13810,398061.67
13811,366165.74
13812,306056.1
13813,776948.43
13814,554095.67
13815,661889.76
13816,505975.58
13817,374375.48
13818,313053.84
13819,527321.4
13820,747428.57
13821,717549.35
13822,735835.77
13823,317543.02
13824,423430.04
13825,417996.84
13826,313351.44
13827,335630.56
13828,344694.53
13829,253114.19
13830,275190.65
13831,751100.86
13832,270505.05
13833,743718.22
13834,383763.1
13835,323436.41
13836,408857.33
13837,317482.6
13838,637282.47
13839,435755.29
13840,786384.04
13841,326299.81
13842,667143.2
13843,424630.7
13844,716875.99
13845,272059.67
13846,424786.04
13847,736522.94
13848,613897.03
13849,495138.57
13850,723038.67
13851,476285.95
13852,402530.7
13853,799113.8
13854,642449.12
13855,322176.96
13856,740047.95
13857,429624.75
13858,769492.68
13859,715143.15
13860,250027.89
13861,427495.52
13862,506295.56
13863,674952.24
13864,534264.4
13865,467066.53
13866,459142.05
13867,429062.12
13868,448490.12
13869,788780.32
13870,489055.28
13871,673672.27
13872,547074.79
13873,411239.09
13874,446789.71
13875,604691.09
13876,625592.15
13877,244322.87
13878,522503.01
13879,473103.88
13880,424202.97
13881,618058.67
13882,798546.17
13883,509448.04
13884,306460.87
13885,320534.7
13886,642503.26
13887,773111.02
13888,438918.26
13889,552688.52
13890,457726.01
13891,369995.24
13892,433340.02
13893,708718.61
13894,671825.76
13895,636493.63
13896,349628.92
13897,792581.44
13898,313248.54
13899,416314.28
13900,393355.71
13901,284152.91
13902,663355.75
13903,354711.19
13904,548699.47
13905,610035.76
13906,587065.28
13907,652068.33
13908,272521.03
13909,616241.79
13910,446146.5
13911,285260.23
13912,476278.21
13913,593082.25
13914,545848.41
13915,396129.39
13916,585916.19
13917,684601.02
13918,460928.26
13919,562244.32
13920,531607.09
13921,408921.52
13922,256329.51
13923,351397.18
13924,634242.04
13925,354560.97
13926,480402.55
13927,316633.43
13928,491269.53
13929,336586.15
13930,585759.75
13931,420519.52
13932,355057.32
13933,576065.85
13934,649760.62
13935,342051.92
13936,684201.23
13937,595639.04
13938,441071.73
13939,518015.47
13940,322580.21
13941,664340.22
13942,598635.53
13943,548173.89
13944,566989.89
13945,585728.74
13946,709322.09
13947,647689.53
13948,750934.27
13949,299433.88
13950,567163.34
13951,374468.28
13952,246912.64
13953,607144.25
13954,467823.85
13955,407298.12
13956,717616.68
13957,717947.59
13958,412385.86
13959,334448.98
13960,253814.26
13961,699923.12
13962,570072.16
13963,412360.86
13964,296082.18
13965,355834.59
13966,470671.18
13967,426292.29
13968,310098.19
13969,678039.59
13970,284940.37
13971,433714.97
13972,791780.16
13973,693571.11
13974,330148.44
13975,410970.45
13976,419434.68
13977,698294.0
13978,721088.68
13979,396908.03
13980,326611.76
13981,495151.74
13982,424987.96
13983,260798.82
13984,599854.29
13985,603502.46
13986,722385.66
13987,466967.72
13988,487518.11
13989,597393.77
13990,740602.05
13991,538285.18
13992,329907.16
13993,421488.77
13994,532972.6
13995,741846.82
13996,767094.87
13997,276581.66
13998,792152.08
13999,281551.17
14000,682387.5
14001,732906.96
14002,636568.68
14003,619812.24
14004,592715.3
14005,454553.9
14006,310668.33
14007,795614.06
14008,770833.76
14009,696535.16
14010,633383.92
14011,791905.79
14012,438905.75
14013,590049.52
14014,684620.56
14015,498929.02
14016,457134.65
14017,510324.13
14018,694931.71
14019,432855.07
14020,433062.97
14021,432412.32
14022,767473.01
14023,783652.24
14024,550154.87
14025,559047.06
14026,613449.11
14027,539015.13
14028,577374.65
14029,540529.12
14030,361981.2
14031,336146.88
14032,469870.92
14033,794733.68
14034,658010.87
14035,486276.77
14036,734932.75
14037,321218.6
14038,710433.67
14039,455050.54
14040,707444.34
14041,727329.27
14042,259720.48
14043,738702.22
14044,721384.89
14045,689966.26
14046,421286.66
14047,476104.62
14048,489028.09
14049,285909.71
14050,277579.59
14051,495332.67
14052,715246.85
14053,492090.61
14054,555546.1
14055,418113.34
14056,561474.95
14057,507958.59
14058,626112.22
14059,617164.25
14060,666086.9
14061,652572.87
14062,655902.75
14063,612199.02
14064,737382.55
14065,332254.51
14066,454131.67
14067,650714.22
14068,309764.54
14069,751768.09
14070,371064.2
14071,577222.0
14072,308008.91
14073,339438.8
14074,609366.5
14075,723872.96
14076,467164.48
14077,317618.32
14078,320320.05
14079,406174.51
14080,678089.68
14081,797455.4
14082,758441.73
14083,361178.21
14084,318389.45
14085,675838.95
14086,341236.07
14087,473366.83
14088,459224.54
14089,450111.85
14090,356758.33
14091,644365.27
14092,648523.53
14093,652833.07
14094,314122.97
14095,346432.79
14096,599302.83
14097,743226.48
14098,795814.29
14099,584841.06
14100,598686.23
14101,515169.56
14102,493006.58
14103,781033.92
14104,744415.17
14105,579434.39
14106,259251.05
14107,385878.28
14108,314789.47
14109,698723.15
14110,566215.21
14111,300569.8
14112,568358.12
14113,271250.47
14114,338827.38
14115,665948.45
14116,637917.96
14117,467281.63
14118,246925.53
14119,436274.96
14120,546759.21
14121,357705.85
14122,515215.78
14123,446924.44
14124,749892.79
14125,251755.9
14126,698417.1
14127,350036.28
14128,695745.81
14129,539782.07
14130,525737.08
14131,521887.26
14132,272729.86
14133,525885.19
14134,567183.41
14135,796997.06
14136,581403.66
14137,691228.06
14138,607993.48
14139,391280.36
14140,254110.08
14141,490633.41
14142,650510.36
14143,286585.78
14144,780801.28
14145,309801.05
14146,727183.29
14147,779289.73
14148,737824.49
14149,443564.54
14150,458249.59
14151,346276.99
14152,720897.13
14153,633284.65
14154,667732.88
14155,562520.79
14156,625226.59
14157,774435.52
14158,442866.62
14159,686996.53
14160,606240.96
14161,628899.68
14162,306077.22
14163,498082.45
14164,310748.85
14165,628092.45
14166,243405.69
14167,298357.52
14168,652965.1
14169,740174.04
14170,252161.51
14171,416893.61
14172,691872.7
14173,350831.17
14174,320649.84
14175,469313.13
14176,465310.2
14177,432144.6
14178,674793.45
14179,434702.0
14180,696974.5
14181,708718.28
14182,642542.83
14183,745409.87
14184,462249.08
14185,702838.92
14186,399667.9
14187,468574.24
14188,419082.15
14189,678619.14
14190,370303.33
14191,581328.84
14192,400251.74
14193,622371.64
14194,575488.69
14195,734458.26
14196,583973.23
14197,539702.56
14198,480843.42
14199,515253.12
14200,290060.09
14201,661194.67
14202,555226.68
14203,368023.87
14204,472984.59
14205,657014.95
14206,782978.53
14207,643343.43
14208,351207.44
14209,239664.53
14210,471252.3
14211,312657.33
14212,415563.17
14213,417330.28
14214,475990.5
14215,501092.3
14216,288655.59
14217,643565.07
14218,612199.37
14219,390330.16
14220,339493.56
14221,605091.96
14222,389148.73
14223,267607.35
14224,675272.57
14225,324998.38
14226,712560.68
14227,728816.62
14228,379304.34
14229,685005.88
14230,671753.6
14231,299733.55
14232,645010.81
14233,590598.09
14234,360871.82
14235,596255.55
14236,727490.65
14237,332765.0
14238,722121.2
14239,238793.4
14240,483169.72
14241,384401.91
14242,451298.89
14243,509286.4
14244,421628.16
14245,722748.92
14246,319972.41
14247,629288.65
14248,498788.01
14249,368055.84
14250,699662.27
14251,395473.63
14252,456405.9
14253,471647.04
14254,613165.63
14255,290981.7
14256,449322.29
14257,561575.16
14258,516001.52
14259,462190.9
14260,514676.91
14261,731808.5
14262,587015.59
14263,375938.92
14264,573132.82
14265,555980.03
14266,738193.89
14267,540924.96
14268,242860.6
14269,258019.0
14270,560383.68
14271,612233.37
14272,606817.55
14273,631714.77
14274,552797.46
14275,259171.85
14276,525194.9
14277,603078.75
14278,631022.64
14279,597038.44
14280,777657.29
14281,438249.98
14282,769290.64
14283,691713.89
14284,350833.23
14285,268789.86
14286,245227.59
14287,304698.38
14288,789204.23
14289,487821.48
14290,715390.45
14291,540590.69
14292,488474.95
14293,534378.51
14294,525504.0
14295,264371.47
14296,481003.72
14297,277399.79
14298,749799.91
